,user_id,birth_year,num_contacts,attributes_notifications_missing,country_AT,country_AU,country_BE,country_BG,country_CH,country_CY,country_CZ,country_DE,country_DK,country_EE,country_ES,country_FI,country_FR,country_GB,country_GF,country_GG,country_GI,country_GP,country_GR,country_HR,country_HU,country_IE,country_IM,country_IS,country_IT,country_JE,country_LI,country_LT,country_LU,country_LV,country_MQ,country_MT,country_NL,country_NO,country_PL,country_PT,country_RE,country_RO,country_SE,country_SI,country_SK,plan_METAL_FREE,plan_PREMIUM_FREE,plan_PREMIUM_OFFER,plan_STANDARD,user_settings_crypto_unlocked_1,attributes_notifications_marketing_push_0.0,attributes_notifications_marketing_email_1.0,account_age,brand_Android,reason_BLACK_FRIDAY,reason_ENGAGEMENT_SPLIT_BILL_RESTAURANT,reason_FIFTH_PAYMENT_PROMO,reason_JOINING_ANNIVERSARY,reason_LOST_CARD_ORDER,reason_METAL_GAME_START,reason_METAL_RESERVE_PLAN,reason_NO_INITIAL_CARD_ORDER,reason_NO_INITIAL_CARD_USE,reason_NO_INITIAL_FREE_PROMOPAGE_CARD_ORDER,reason_ONBOARDING_TIPS_ACTIVATED_USERS,reason_PREMIUM_ENGAGEMENT_FEES_SAVED,reason_PREMIUM_ENGAGEMENT_INACTIVE_CARD,reason_PUMPKIN_PAYMENT_NOTIFICATION,reason_REENGAGEMENT_ACTIVE_FUNDS,reason_WELCOME_HOME,status_FAILED,status_SENT,notifications_frequency,average_transaction_amount,engaged
10,user_10,1980,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.9741898148148147,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.01216101579013127,28.96971631205668,1
11,user_11,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9.655243055555555,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0.008218635489628064,244.49333333333334,0
12,user_12,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.30986111111111,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0,10,0,1,16,0.03639912713465714,68.36659436008682,1
13,user_13,1995,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.34295138888889,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0.01918931226378434,19.073181818181812,1
14,user_14,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.3690625,0,0,0,2,1,2,1,0,2,1,0,0,0,0,0,1,1,1,10,0.02335531027728754,575.3622222222224,1
15,user_15,1994,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.951631944444443,0,0,0,2,0,0,1,0,3,6,0,0,1,0,0,0,0,5,8,0.027345255543385065,108.28262032085559,1
16,user_16,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,22.53767361111111,1,0,0,2,1,0,1,0,3,2,0,0,0,0,0,0,0,1,8,0.0189947005860168,22.55614035087721,1
17,user_17,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.816921296296297,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,3,0.008170984276860561,432.019347826087,1
18,user_18,1956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.240555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0.01454958217583805,468.80529411764707,1
19,user_19,1986,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4243055555555555,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,5,0,0,12,0.024245865989815377,102.69912234042546,1
20,user_20,1992,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.095868055555556,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,3,0.008192387408897914,55.16535410764873,1
21,user_21,1993,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28.3590625,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,2,0,4,8,0.0256413008548139,144.11820895522388,1
22,user_22,1986,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.59962962962963,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0.010251060818689582,152.4279032258064,1
23,user_23,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.61644675925926,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,4,0.010209549104717077,547.5186111111111,1
24,user_24,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.130185185185184,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,5,0.01267898891226822,11.39,0
25,user_25,1979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.802731481481482,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,6,0,5,9,0.028597615357014015,139.507,1
26,user_26,1994,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.54525462962963,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0.010313344718438288,34.71403225806452,1
27,user_27,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,26.780555555555555,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,8,0.01703673753574831,46.17315789473689,1
28,user_28,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5862037037037036,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5,0,0,10,0.0202524334564575,18.723,0
29,user_29,1990,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.44787037037037,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0.017134064036382915,37.07136363636365,1
30,user_30,1986,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12.029560185185185,1,1,0,2,1,0,1,0,2,7,0,0,0,0,0,2,0,5,13,0.037165166689428895,18.328280757097794,1
31,user_31,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.581921296296297,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0.012826758835902355,200.93244897959184,1
32,user_32,1952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13.555798611111111,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0.006213775898014677,149.28,0
33,user_33,1993,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.55065972222222,1,0,0,2,1,0,2,0,0,5,0,0,0,0,0,0,0,7,3,0.02106134966393984,23.411176470588234,1
34,user_34,1992,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19.111597222222223,0,0,0,2,0,0,1,0,0,7,0,0,0,0,0,2,0,6,7,0.02723982439043981,15.77274074074075,1
35,user_35,1981,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12.913414351851852,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,5,0,2,9,0.022753570334209106,12.499999999999995,1
36,user_36,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.157881944444444,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,5,0.01070214308185601,230.08881720430105,1
37,user_37,1991,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.802407407407408,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0.0170738925066065,34.22112478031635,1
38,user_38,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.501354166666665,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0.008370780627610904,31.5978417266187,1
39,user_39,1985,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,14.23829861111111,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.008296762918079069,40.1727868852459,1
40,user_40,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,21.758240740740742,0,0,0,2,0,0,1,0,3,7,0,0,0,0,0,0,0,5,8,0.027391730721338013,29.488124999999997,1
41,user_41,1980,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22.719768518518517,1,0,0,2,1,0,1,0,0,6,0,0,0,0,0,4,0,4,11,0.03167000635355066,16.15793103448276,1
42,user_42,1998,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.929444444444444,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,9,0.01835144547369244,48.51897435897437,1
43,user_43,1978,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31.054293981481482,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,5,0,5,9,0.03008813165985347,18.527435897435893,1
44,user_44,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.33416666666667,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5,0,3,7,0.020919632365547718,62.94,0
45,user_45,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.808622685185185,0,0,0,2,1,0,1,0,1,4,0,0,0,0,0,0,0,7,2,0.018885923363905488,92.68214814814817,1
46,user_46,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4766550925925925,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.010103513063994412,46.79949999999999,1
47,user_47,1970,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15.307523148148148,1,1,0,2,1,0,1,0,3,0,0,0,0,0,0,1,0,0,10,0.020788010437987257,72.65309455587396,1
48,user_48,1989,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.3972800925925926,1,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,1,0,8,0.0162286043097416,66.06933333333336,1
49,user_49,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.273865740740742,1,0,0,2,1,0,0,0,0,7,0,0,0,0,0,7,0,7,10,0.036474412310749875,23.516666666666666,0
50,user_50,1988,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7.523148148148148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0020456972298489294,4.255,0
51,user_51,1992,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,21.287754629629628,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5,0,1,9,0.02104969416183078,26.082129629629634,1
52,user_52,1969,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.829525462962962,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.008483122256347534,58.01720930232554,1
53,user_53,1981,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.750300925925926,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,7,0.014210205117074187,294.92617977528096,1
54,user_54,1981,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.32778935185185,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0020919353784697283,111.81727482678988,1
55,user_55,1969,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.215821759259259,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,8,0.016255596298286525,145.86899563318772,1
56,user_56,1983,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.965509259259258,1,0,0,0,1,4,1,0,3,1,0,0,0,0,0,0,0,4,6,0.0205175119695579,48.38666666666666,1
57,user_57,1989,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4.461550925925926,0,0,0,3,0,0,0,0,2,7,0,0,0,0,0,5,0,4,13,0.03456039846106461,5.7502173913043455,1
58,user_58,1984,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7.627164351851852,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,5,0.012276795705167636,108.53931818181822,1
59,user_59,1976,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26.659583333333334,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,0,1,7,0.017032349636288368,58.168819875776435,1
60,user_61,1984,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14.064363425925926,0,1,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,38,3,0.08501115207413748,23.994520383693065,1
61,user_62,1985,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.31369212962963,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0,0,7,0.014860723106372728,28.47888888888889,1
62,user_63,1984,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.197233796296295,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,4,0,0,10,0.021360364479019227,70.63313043478261,1
63,user_64,1991,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.01550925925926,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0041898986199715394,170.11750593824212,1
64,user_65,1983,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13.579490740740741,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,2,0,4,6,0.02071360279556921,36.21666666666667,0
65,user_66,1987,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.084189814814813,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,2,0,0,8,0.01704776048981728,2.530370370370371,1
66,user_68,1987,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,16.661840277777777,1,0,0,2,1,0,1,0,2,0,0,0,0,0,0,4,0,1,9,0.02084670182376068,26.06269230769231,1
67,user_69,1966,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11.822974537037037,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,0,2,5,0.014446958462581816,26.694444444444443,0
68,user_70,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.025069444444444,0,1,0,2,1,0,1,0,3,0,0,0,0,0,0,1,0,0,9,0.018620858206044106,27.052662721893533,1
69,user_71,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23.971458333333334,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,1,0,2,5,0.014818497660132757,69.39533333333334,1
70,user_72,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.9021412037037035,1,0,0,0,1,0,1,0,1,7,0,0,0,0,0,0,0,4,6,0.020306552320407876,127.89750000000001,0
71,user_73,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10.077349537037037,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,6,0,5,10,0.03084663590539851,250.86333333333332,0
